Username,URL,Followers,Following,Tweets,Raw_Score,FinalScore
SontoLoyoMoyo,https://x.com/SontoLoyoMoyo,118,209,796,90,100
saad_2810,https://x.com/saad_2810,534,712,1900,90,100
AidanGarrib,https://x.com/AidanGarrib,1017,718,2047,90,100
NHinmaru,https://x.com/NHinmaru,1611,2067,3080,90,100
lifestylearb,https://x.com/lifestylearb,1253,3664,6482,90,100
MrsAMez,https://x.com/MrsAMez,382,411,5149,90,100
ElanColen,https://x.com/ElanColen,732,1424,6707,90,100
Southafricangr1,https://x.com/Southafricangr1,134,324,368,90,100
HODL4GoodTWEETS,https://x.com/HODL4GoodTWEETS,110,328,2312,90,100
tippy_tippy_top,https://x.com/tippy_tippy_top,332,956,421,90,100
stephenlaganel2,https://x.com/stephenlaganel2,239,313,1434,90,100
Rip_520,https://x.com/Rip_520,426,194,4156,90,100
DrChrisNagy,https://x.com/DrChrisNagy,361,645,260,90,100
CristTreven,https://x.com/CristTreven,588,845,5286,90,100
MForve,https://x.com/MForve,296,196,284,90,100
MarkFossil92203,https://x.com/MarkFossil92203,633,1572,11426,90,100
DrLHands,https://x.com/DrLHands,245,542,3787,90,100
Shuvanile,https://x.com/Shuvanile,209,572,113,90,100
steveardis,https://x.com/steveardis,392,1076,754,90,100
Dusseldorf29985,https://x.com/Dusseldorf29985,200,213,755,90,100
MacKnife17,https://x.com/MacKnife17,124,168,129,90,100
SBSenti,https://x.com/SBSenti,128,193,77,90,100
JRidingfast,https://x.com/JRidingfast,68,83,562,90,100
JustinCyder,https://x.com/JustinCyder,86,27,252,90,100
aeybobby,https://x.com/aeybobby,257,530,1828,90,100
cameronscraig,https://x.com/cameronscraig,182,456,251,90,100
pablofleurquin,https://x.com/pablofleurquin,709,1204,3852,90,100
brianltd,https://x.com/brianltd,444,231,2752,90,100
Adrian_ADA_Mick,https://x.com/Adrian_ADA_Mick,1123,229,2743,90,100
DavidHolsted,https://x.com/DavidHolsted,806,705,598,90,100
PowellFAAOMPT,https://x.com/PowellFAAOMPT,131,322,77,90,100
mattadleta,https://x.com/mattadleta,1005,2949,26995,90,100
skipmartinson,https://x.com/skipmartinson,146,277,224,90,100
Malinformed__,https://x.com/Malinformed__,358,212,5787,90,100
knockingonce,https://x.com/knockingonce,549,1222,717,90,100
Jandro_so,https://x.com/Jandro_so,51,150,183,90,100
ripropo,https://x.com/ripropo,566,1085,530,90,100
Jimmy0711087872,https://x.com/Jimmy0711087872,317,131,416,90,100
jkrek17,https://x.com/jkrek17,155,401,948,90,100
joelzig,https://x.com/joelzig,325,221,52,90,100
Gustn_berg,https://x.com/Gustn_berg,461,782,207,90,100
spiel0r,https://x.com/spiel0r,291,314,254,90,100
T1M_WBM,https://x.com/T1M_WBM,223,598,2005,90,100
vfmdirect,https://x.com/vfmdirect,3857,67,11144,90,100
AntiWoke_techie,https://x.com/AntiWoke_techie,564,249,1137,90,100
deanruffner,https://x.com/deanruffner,424,497,4301,90,100
schyplatte,https://x.com/schyplatte,176,470,81,90,100
Freejonno99,https://x.com/Freejonno99,138,252,1738,90,100
Preppingfor888,https://x.com/Preppingfor888,262,390,548,90,100
scarabeus26,https://x.com/scarabeus26,123,117,266,90,100
roli_hey,https://x.com/roli_hey,92,113,133,90,100
jhammeriii,https://x.com/jhammeriii,59,58,173,90,100
jad_aridah,https://x.com/jad_aridah,179,204,1300,90,100
akrmn21,https://x.com/akrmn21,121,242,864,90,100
wha_le,https://x.com/wha_le,369,1104,3985,90,100
PYMouse,https://x.com/PYMouse,704,743,4806,90,100
RoshakNoorani,https://x.com/RoshakNoorani,73,144,251,90,100
LaBodegaCardiff,https://x.com/LaBodegaCardiff,409,917,615,90,100
BwiseEth,https://x.com/BwiseEth,570,660,2239,90,100
Crypto_Krill,https://x.com/Crypto_Krill,4663,4731,56472,90,100
JFaranguiz,https://x.com/JFaranguiz,554,1487,1830,90,100
URubaeat,https://x.com/URubaeat,711,357,884,90,100
seanreynol,https://x.com/seanreynol,103,199,859,90,100
MissFit415,https://x.com/MissFit415,164,390,214,90,100
FA_Tech_Inv,https://x.com/FA_Tech_Inv,55,51,60,90,100
ManlyJ,https://x.com/ManlyJ,273,660,275,90,100
Brent59868053,https://x.com/Brent59868053,140,356,1007,90,100
japan_ggty,https://x.com/japan_ggty,42,122,1893,90,100
jwhiffin,https://x.com/jwhiffin,115,247,699,90,100
slightlyflimsy,https://x.com/slightlyflimsy,259,124,1794,90,100
richjenne,https://x.com/richjenne,105,163,67,90,100
zeffri,https://x.com/zeffri,1888,526,21448,90,100
marvin_vgs,https://x.com/marvin_vgs,440,355,32893,90,100
jimcruick,https://x.com/jimcruick,173,111,4985,90,100
Elliott_Wave_89,https://x.com/Elliott_Wave_89,90,224,2815,90,100
KinsmenYoden,https://x.com/KinsmenYoden,169,450,703,90,100
zexexez,https://x.com/zexexez,0,528,255,90,100
FerralMann,https://x.com/FerralMann,178,165,697,90,100
dbunic,https://x.com/dbunic,173,54,572,90,100
khalidaltayaran,https://x.com/khalidaltayaran,780,1120,7316,90,100
AntonyMerleDev,https://x.com/AntonyMerleDev,348,398,2517,90,100
BastiPauli,https://x.com/BastiPauli,796,437,848,90,100
jhenrydc,https://x.com/jhenrydc,280,798,348,90,100
itsmeGreg_B,https://x.com/itsmeGreg_B,225,316,100,90,100
drCrutch69,https://x.com/drCrutch69,419,537,11971,90,100
MapexMasterDrum,https://x.com/MapexMasterDrum,1015,2094,20258,90,100
umamisensei,https://x.com/umamisensei,2026,4168,1942,90,100
GedONeilBell,https://x.com/GedONeilBell,332,401,156,90,100
leon_ostric,https://x.com/leon_ostric,120,192,2438,90,100
JoePoopie123,https://x.com/JoePoopie123,73,24,242,90,100
davidsimpsontx,https://x.com/davidsimpsontx,5748,995,3520,90,100
BoubacrimH,https://x.com/BoubacrimH,320,281,4375,90,100
StuartLangridge,https://x.com/StuartLangridge,596,312,511,90,100
angelakt_angela,https://x.com/angelakt_angela,1451,3026,377,90,100
AganonEggnog,https://x.com/AganonEggnog,280,405,4549,90,100
HisRandomnesss,https://x.com/HisRandomnesss,673,535,3277,90,100
dgaf_sky,https://x.com/dgaf_sky,51,41,196,90,100
0x_ratio,https://x.com/0x_ratio,964,2640,10318,90,100
jordan_ohler,https://x.com/jordan_ohler,879,1108,3105,90,100
Johnnydobber,https://x.com/Johnnydobber,205,116,466,90,100
TomFarms6,https://x.com/TomFarms6,240,273,97,90,100
HerbQ13,https://x.com/HerbQ13,425,571,737,90,100
bonga_conga,https://x.com/bonga_conga,213,320,1260,90,100
5AMAlchemy,https://x.com/5AMAlchemy,500,1421,1523,90,100
jThetazilla,https://x.com/jThetazilla,493,739,6239,90,100
JamesWi13035680,https://x.com/JamesWi13035680,239,265,454,90,100
SenseHunting,https://x.com/SenseHunting,206,285,362,90,100
chaincrib,https://x.com/chaincrib,5882,3878,764,90,100
ProfDrPatience,https://x.com/ProfDrPatience,272,162,1165,90,100
jus_koz,https://x.com/jus_koz,137,228,292,90,100
hewritesfiction,https://x.com/hewritesfiction,1841,2106,451,90,100
de_ascentis,https://x.com/de_ascentis,70,76,289,90,100
RSHamilton103,https://x.com/RSHamilton103,74,18,84,90,100
kafkalemonblog,https://x.com/kafkalemonblog,82,39,271,90,100
Daalianer,https://x.com/Daalianer,261,77,1103,90,100
Anthony78975311,https://x.com/Anthony78975311,54,117,88,90,100
Pkjdalmia,https://x.com/Pkjdalmia,365,141,144,90,100
MikeLiberty_,https://x.com/MikeLiberty_,125,193,124,90,100
cryptodick519,https://x.com/cryptodick519,42,63,855,90,100
robtodd22,https://x.com/robtodd22,647,1429,6758,90,100
PetroVasylyk,https://x.com/PetroVasylyk,378,694,2801,90,100
slavrecords,https://x.com/slavrecords,199,267,116,90,100
MukrimSiddiqui,https://x.com/MukrimSiddiqui,215,552,146,90,100
__scribe_,https://x.com/__scribe_,483,1117,2133,90,100
crystallinenrg,https://x.com/crystallinenrg,1348,3911,10039,90,100
CrazyChicknLady,https://x.com/CrazyChicknLady,211,212,703,90,100
speedaddict1111,https://x.com/speedaddict1111,0,535,3365,90,100
Hanbreezy,https://x.com/Hanbreezy,787,1952,3980,90,100
WalterF58,https://x.com/WalterF58,103,98,408,90,100
xcal3232,https://x.com/xcal3232,229,282,6946,90,100
Tobi26994579,https://x.com/Tobi26994579,211,349,165,90,100
Ft75J,https://x.com/Ft75J,474,347,1752,90,100
his88keys,https://x.com/his88keys,229,59,497,90,100
caspers_coins,https://x.com/caspers_coins,263,713,457,90,100
curtisjandersen,https://x.com/curtisjandersen,485,787,7022,90,100
Great_Endy,https://x.com/Great_Endy,787,1538,14663,90,100
Wools11,https://x.com/Wools11,1051,772,4426,90,100
lovestein69,https://x.com/lovestein69,1270,816,5131,90,100
KraneDr00001,https://x.com/KraneDr00001,133,116,844,90,100
tikitomickey,https://x.com/tikitomickey,153,133,51,90,100
FireItUpLV,https://x.com/FireItUpLV,102,234,234,90,100
TrevorHoward54,https://x.com/TrevorHoward54,220,132,2018,90,100
seewhyy,https://x.com/seewhyy,122,223,1747,90,100
BouttellSean,https://x.com/BouttellSean,564,153,11099,90,100
LFJR123,https://x.com/LFJR123,437,581,1270,90,100
jpxcar_,https://x.com/jpxcar_,175,300,509,90,100
question_all_au,https://x.com/question_all_au,395,317,3725,90,100
cryptomd48,https://x.com/cryptomd48,370,390,4528,90,100
sureshkgolla,https://x.com/sureshkgolla,0,92,62,90,100
Smomako,https://x.com/Smomako,204,500,2824,90,100
Brainheartss,https://x.com/Brainheartss,193,274,157,90,100
Catastic12,https://x.com/Catastic12,92,143,84,90,100
jenkin27,https://x.com/jenkin27,1858,4230,5802,90,100
_thesaurus,https://x.com/_thesaurus,213,277,3794,90,100
21sheogorath,https://x.com/21sheogorath,395,703,373,90,100
bitcoinishard,https://x.com/bitcoinishard,876,608,452,90,100
ijwijld,https://x.com/ijwijld,541,1300,4260,90,100
cyberbrew1,https://x.com/cyberbrew1,317,518,4855,90,100
jag1raPappuPagr,https://x.com/jag1raPappuPagr,373,799,2460,90,100
tonijz,https://x.com/tonijz,225,611,869,90,100
Thanosthebaboy,https://x.com/Thanosthebaboy,226,185,674,90,100
censored___user,https://x.com/censored___user,962,2413,22517,90,100
ArcherDozen,https://x.com/ArcherDozen,149,90,559,90,100
ONEOFF420,https://x.com/ONEOFF420,2776,3248,2793,90,100
Stckmrktrookie,https://x.com/Stckmrktrookie,303,478,744,90,100
LucaCosmosis,https://x.com/LucaCosmosis,453,1094,17132,90,100
Eikas20,https://x.com/Eikas20,317,362,767,90,100
MattBroughton13,https://x.com/MattBroughton13,173,272,109,90,100
dpacjones,https://x.com/dpacjones,241,380,2631,90,100
HashRate_Cuck,https://x.com/HashRate_Cuck,1000,703,7117,90,100
CryptoDyp,https://x.com/CryptoDyp,182,475,561,90,100
BamAbbott34,https://x.com/BamAbbott34,436,737,397,90,100
nsdqKade,https://x.com/nsdqKade,702,907,7442,90,100
Crypt_Watcher1,https://x.com/Crypt_Watcher1,139,280,186,90,100
ollieramshaw,https://x.com/ollieramshaw,349,248,10620,90,100
funkyrx,https://x.com/funkyrx,250,442,4345,90,100
Madbreaks,https://x.com/Madbreaks,349,757,6838,90,100
MarketWonders,https://x.com/MarketWonders,86,156,104,90,100
stevemichaux_,https://x.com/stevemichaux_,294,243,1141,90,100
BeWeb60,https://x.com/BeWeb60,219,601,69,90,100
shamshamthegr8,https://x.com/shamshamthegr8,326,724,13671,90,100
SMOCapital,https://x.com/SMOCapital,1649,725,1490,90,100
AL10179431436,https://x.com/AL10179431436,256,614,2030,90,100
longtermdaily,https://x.com/longtermdaily,900,460,17957,90,100
stefanjuhl,https://x.com/stefanjuhl,374,295,252,90,100
Franksp42672360,https://x.com/Franksp42672360,392,972,13818,90,100
sallgoodman0,https://x.com/sallgoodman0,363,440,2911,90,100
hungus69_karl,https://x.com/hungus69_karl,189,403,91,90,100
KryptoKrillen,https://x.com/KryptoKrillen,354,867,680,90,100
DDay_68,https://x.com/DDay_68,179,454,1729,90,100
Ryancowhead,https://x.com/Ryancowhead,325,121,110,90,100
TeriRGodnFree,https://x.com/TeriRGodnFree,628,1246,8796,90,100
Orangiko,https://x.com/Orangiko,272,562,4693,90,100
arusiosimiri,https://x.com/arusiosimiri,3014,2136,255,90,100
tamagochi2046,https://x.com/tamagochi2046,538,1294,969,90,100
RayRay83091243,https://x.com/RayRay83091243,278,249,2498,90,100
antuning,https://x.com/antuning,231,616,352,90,100
PJ_Ruker,https://x.com/PJ_Ruker,144,412,279,90,100
MarceloRevirieg,https://x.com/MarceloRevirieg,55,86,69,90,100
rfdezlpz,https://x.com/rfdezlpz,172,117,274,90,100
Dariukas90,https://x.com/Dariukas90,91,119,130,90,100
otvmartins,https://x.com/otvmartins,211,249,5181,90,100
EderMonteirova1,https://x.com/EderMonteirova1,75,106,842,90,100
tsarchis,https://x.com/tsarchis,359,152,3314,90,100
Trading4rLiving,https://x.com/Trading4rLiving,160,341,355,90,100
propstm,https://x.com/propstm,737,238,7289,90,100
Nayarapersonal,https://x.com/Nayarapersonal,89,96,1927,90,100
buoywrangler227,https://x.com/buoywrangler227,234,79,950,90,100
hoanglong688399,https://x.com/hoanglong688399,336,626,2132,90,100
Amirhos63687022,https://x.com/Amirhos63687022,107,205,164,90,100
Ieralene,https://x.com/Ieralene,68,115,224,90,100
forgingleaders,https://x.com/forgingleaders,1135,1185,2405,90,100
Mortematica,https://x.com/Mortematica,67,190,1564,90,100
NarkusLt,https://x.com/NarkusLt,164,370,252,90,100
karlostomy1,https://x.com/karlostomy1,265,727,191,90,100
ALobsteranon,https://x.com/ALobsteranon,147,254,51,90,100
jerid_smith,https://x.com/jerid_smith,557,707,8436,90,100
nomad4ever,https://x.com/nomad4ever,1260,2383,4388,90,100
bikke1473,https://x.com/bikke1473,157,72,635,90,100
TaylorGame21,https://x.com/TaylorGame21,935,493,9026,90,100
mrmoksa,https://x.com/mrmoksa,380,130,54,90,100
honesta43097284,https://x.com/honesta43097284,230,291,3533,90,100
Redbullmx724,https://x.com/Redbullmx724,168,253,928,90,100
alexgreencrypto,https://x.com/alexgreencrypto,312,585,2261,90,100
Kev61161371,https://x.com/Kev61161371,392,617,3210,90,100
bitstarfighter,https://x.com/bitstarfighter,303,545,481,90,100
elielscott,https://x.com/elielscott,1824,2602,3228,90,100
RockHillFarms7,https://x.com/RockHillFarms7,775,610,1696,90,100
BitConnally,https://x.com/BitConnally,384,438,6536,90,100
freakygalt,https://x.com/freakygalt,115,299,2950,90,100
marco0x00,https://x.com/marco0x00,865,712,1076,90,100
FUD_SMOKER,https://x.com/FUD_SMOKER,712,1694,2932,90,100
Kiro1337s,https://x.com/Kiro1337s,151,16,1037,90,100
greenman_321,https://x.com/greenman_321,316,738,3399,90,100
nicrols,https://x.com/nicrols,223,533,118,90,100
MaizeMichigan,https://x.com/MaizeMichigan,1108,1388,32726,90,100
Burnerman_eth,https://x.com/Burnerman_eth,410,607,1044,90,100
BlakeandShake27,https://x.com/BlakeandShake27,139,141,76,90,100
darowa4,https://x.com/darowa4,220,117,526,90,100
krypto_easy,https://x.com/krypto_easy,212,343,865,90,100
AFinch03,https://x.com/AFinch03,466,1107,350,90,100
damnTM,https://x.com/damnTM,730,270,1194,90,100
SovereignProtoc,https://x.com/SovereignProtoc,989,1415,7643,90,100
GokhanYalcuk,https://x.com/GokhanYalcuk,845,62,756,90,100
RoydagR8,https://x.com/RoydagR8,195,286,143,90,100
myviewoncars,https://x.com/myviewoncars,54,158,223,90,100
rJ16025776,https://x.com/rJ16025776,87,206,248,90,100
mjhamm84,https://x.com/mjhamm84,1324,2131,510,90,100
jameschancepro1,https://x.com/jameschancepro1,100,165,542,90,100
MBCAQP,https://x.com/MBCAQP,315,167,571,90,100
Octavio_ALPO,https://x.com/Octavio_ALPO,234,179,610,90,100
tiringa52708,https://x.com/tiringa52708,113,73,102,90,100
georginhobvb09,https://x.com/georginhobvb09,190,544,100,90,100
InthiranRawi,https://x.com/InthiranRawi,94,227,163,90,100
ManilSal,https://x.com/ManilSal,222,65,164,90,100
ruan_4lmeida,https://x.com/ruan_4lmeida,182,230,734,90,100
ramathegoat,https://x.com/ramathegoat,158,306,2308,90,100
keogh_plumbing,https://x.com/keogh_plumbing,296,270,71,90,100
JasonWe01206280,https://x.com/JasonWe01206280,201,246,265,90,100
DeFiDundee,https://x.com/DeFiDundee,291,160,389,90,100
of_saxony,https://x.com/of_saxony,87,257,1415,90,100
YirmibirBitcoin,https://x.com/YirmibirBitcoin,1078,190,776,90,100
DeGazonAnthony,https://x.com/DeGazonAnthony,516,162,3346,90,100
richardw5574,https://x.com/richardw5574,294,682,2101,90,100
TheChie36220327,https://x.com/TheChie36220327,58,75,599,90,100
ATruthSkr,https://x.com/ATruthSkr,86,18,1645,90,100
mannyabreu24,https://x.com/mannyabreu24,146,390,1182,90,100
l_lynnai,https://x.com/l_lynnai,260,123,376,90,100
turtleybeez,https://x.com/turtleybeez,567,1524,4378,90,100
allenbl8858,https://x.com/allenbl8858,434,909,236,90,100
UpCryptoTrading,https://x.com/UpCryptoTrading,197,46,262,90,100
ulgenatakan,https://x.com/ulgenatakan,701,1117,1121,90,100
ParaBullStar,https://x.com/ParaBullStar,1055,711,375,90,100
kaan_bey,https://x.com/kaan_bey,686,507,4411,90,100
_Texas_toast,https://x.com/_Texas_toast,837,1128,713,90,100
0xcindyv,https://x.com/0xcindyv,2013,1159,3499,90,100
thakilla,https://x.com/thakilla,882,1138,9719,90,100
EyesForTheWise,https://x.com/EyesForTheWise,302,191,4569,90,100
drivevillage,https://x.com/drivevillage,293,869,2570,90,100
sup2035,https://x.com/sup2035,706,376,102,90,100
floressfhgh,https://x.com/floressfhgh,1707,67,227,90,100
NimoNuts,https://x.com/NimoNuts,370,88,8276,90,100
Ogbiabia,https://x.com/Ogbiabia,497,804,10393,90,100
vicbnny,https://x.com/vicbnny,113,52,50,90,100
Hexo_Axie,https://x.com/Hexo_Axie,566,147,70,90,100
MostLeveledUpti,https://x.com/MostLeveledUpti,233,172,16761,90,100
immutableforce,https://x.com/immutableforce,32,37,549,90,100
life_of_patrick,https://x.com/life_of_patrick,957,258,11796,90,100
Technotec_Int,https://x.com/Technotec_Int,42,101,121,90,100
chris_xworld,https://x.com/chris_xworld,8807,3822,1665,90,100
NickyNFTCrypto,https://x.com/NickyNFTCrypto,34,58,163,90,100
jeff___m,https://x.com/jeff___m,153,418,56,90,100
wesandrademkt,https://x.com/wesandrademkt,192,240,3216,90,100
igooorbastos,https://x.com/igooorbastos,239,334,852,90,100
fmarculino,https://x.com/fmarculino,213,180,2336,90,100
NCrumbley11,https://x.com/NCrumbley11,134,269,3860,90,100
RobertE89213007,https://x.com/RobertE89213007,315,597,736,90,100
treeboreal,https://x.com/treeboreal,211,386,1381,90,100
joekazemi,https://x.com/joekazemi,967,412,485,90,100
einervonnebenan,https://x.com/einervonnebenan,537,1127,2946,90,100
vulvasore,https://x.com/vulvasore,190,396,14016,90,100
longtermbullish,https://x.com/longtermbullish,44,46,510,90,100
ibericamarkets,https://x.com/ibericamarkets,74,74,610,90,100
shifty9ot,https://x.com/shifty9ot,1644,1512,1245,90,100
anthonysagami,https://x.com/anthonysagami,760,884,6841,90,100
ofer_elrom,https://x.com/ofer_elrom,140,234,211,90,100
noDirkd,https://x.com/noDirkd,252,95,1057,90,100
davidhaguenl,https://x.com/davidhaguenl,349,270,107,90,100
mecorgnz,https://x.com/mecorgnz,597,1028,9555,90,100
Aringtonys,https://x.com/Aringtonys,1886,96,325,90,100
SkyStashin,https://x.com/SkyStashin,1880,100,296,90,100
Xesamidet,https://x.com/Xesamidet,49,51,178,90,100
kcorsair,https://x.com/kcorsair,255,562,336,90,100
soniacalliope,https://x.com/soniacalliope,246,682,124,90,100
gurihoeh,https://x.com/gurihoeh,52,57,235,90,100
Peckin_,https://x.com/Peckin_,117,163,568,90,100
EricoRe47917586,https://x.com/EricoRe47917586,43,112,356,90,100
neto_io,https://x.com/neto_io,81,149,201,90,100
chezzy_13,https://x.com/chezzy_13,561,275,3750,90,100
MattLegat,https://x.com/MattLegat,540,458,9557,90,100
Ava42069420,https://x.com/Ava42069420,68,120,219,90,100
dannymoore_ni,https://x.com/dannymoore_ni,827,573,2791,90,100
leon_the_calm,https://x.com/leon_the_calm,377,169,5315,90,100
dv5100zz,https://x.com/dv5100zz,169,131,58,90,100
rambalinwreck,https://x.com/rambalinwreck,644,906,25967,90,100
GreshamsCode,https://x.com/GreshamsCode,252,330,557,90,100
PirateBeerd,https://x.com/PirateBeerd,745,1232,9335,90,100
sorlacrox,https://x.com/sorlacrox,242,33,1485,90,100
LeftIsGarbage,https://x.com/LeftIsGarbage,395,552,7966,90,100
EngWineTasting,https://x.com/EngWineTasting,1342,1429,1500,90,100
pumpkinfuzzy00,https://x.com/pumpkinfuzzy00,0,262,127,90,100
StichManley,https://x.com/StichManley,103,103,849,90,100
rogeriooluis,https://x.com/rogeriooluis,210,552,518,90,100
CaptSat21,https://x.com/CaptSat21,330,294,314,90,100
Jszultk,https://x.com/Jszultk,1177,387,36738,90,100
PlumadoreParker,https://x.com/PlumadoreParker,78,225,214,90,100
HydraChainTech,https://x.com/HydraChainTech,1262,968,935,90,100
PedacoCrypto,https://x.com/PedacoCrypto,216,525,1659,90,100
apetersen219,https://x.com/apetersen219,245,424,2995,90,100
Jhon_Boy_Drew,https://x.com/Jhon_Boy_Drew,1840,282,55683,90,100
__Cavi_,https://x.com/__Cavi_,401,501,620,90,100
FrankRu59710739,https://x.com/FrankRu59710739,367,1040,273,90,100
leviathan400,https://x.com/leviathan400,258,480,117,90,100
shipmate01,https://x.com/shipmate01,156,11,2584,90,100
BrendanWroe,https://x.com/BrendanWroe,117,132,591,90,100
eipaulavieira,https://x.com/eipaulavieira,663,315,1564,90,100
AMDG_Bitcoiner,https://x.com/AMDG_Bitcoiner,494,844,1610,90,100
